Code NL/EN,Translate EN, Code Group (Theme/Subtheme) C,Comment (NL)
Pedagogische benaderingen en leerstrategieën,Pedagogical approaches and learning strategies,,
Pedagogische gevolgen,Pedagogical consequences,,
Pedagogy,Pedagogy,,
Peer learning,Peer learning,,
Peer support,Peer support,,
Peiling,Poll,,
People-centrism,People-centrism,,
Perceived threats,Perceived threats,,
Perceptie,Perception,,
Perceptie tijd,Perception of time,,
Perceptie van autoriteit,Perception of authority,,
Perceptie van communicatie,Perception of communication,,
Perceptie van effectiviteit,Perception of effectiveness,,
Perceptie van gelijkwaardigheid,Perception of equality,,
Perceptie van informatie,Perception of information,,
Perceptie van klimaatproblemen,Perception of climate problems,,
Perceptie van nabijheid,Perception of proximity,,
Perceptie van onderwerpen,Perception of topics,,
Perceptie van overdracht,Perception of transmission,,
Perceptie van passendheid,Perception of appropriateness,,
Perceptie van risico,Perception of risk,,
Perceptie van urgentie,Perception of urgency,,
Percepties,Perceptions,,
Percepties van tijdigheid,Perceptions of timeliness,,
Perceptions of migration,Perceptions of migration,,
Performance assessment,Performance assessment,,
Performance evaluation,Performance evaluation,,
Personal achievement,Personal achievement,,
Personal development,Personal development,,
Personal experience,Personal experience,,
Personal Growth,Personal Growth,,
Personal history,Personal history,,
Personalized learning,Personalized learning,,
Personeelsbeheer,Personnel management,,
Personeelsbehoud,Employee retention,,
Personeelsbeleid,Staff policy,,
Personeelschaarste,Staff shortages,,
Personeelsdruk,Staff pressure,,
Personeelsgebrek,Lack of staff,,
Personeelskrapte,Staff shortage,,
Personeelsmanagement,Personnel management,,
Personeelsontwikkeling,Staff development,,
Personeelstekort,Staff shortage,,
Personeelstekorten,Staff shortages,,
Personeelsuitval,Employee Loss,,
Personeelsverloop,Employee turnover,,
Personeelswaardering,Staff appreciation,,
Personele schaarste,Personnel shortage,,
Persoonlijk contact,Personal contact,,
Persoonlijke aanpak,Personal approach,,
Persoonlijke benadering,Personal approach,,
Persoonlijke drijfveren,Personal motivations,,
Persoonlijke ervaring,Personal experience,,
Persoonlijke ervaringen,Personal experiences,,
Persoonlijke factoren,Personal factors,,
Persoonlijke gevolgen van het klimaat,Personal consequences of the climate,,
Persoonlijke groei,Personal growth,,
Persoonlijke herinneringen,Personal memories,,
Persoonlijke impact,Personal impact,,
Persoonlijke initiatief,Personal initiative,,
Persoonlijke mening,Personal Opinion,,
Persoonlijke motivatie,Personal motivation,,
Persoonlijke omstandigheden,Personal circumstances,,
Persoonlijke ontwikkeling,Personal development,,
Persoonlijke ontwikkeling en zingeving bevorderen,Promoting personal development and meaning,,
Persoonlijke problemen,Personal problems,,
Persoonlijke relevantie,Personal relevance,,
Persoonlijke uitdagingen,Personal challenges,,
Persoonlijke veerkracht en voortgang,Personal resilience and progress,,
Persoonlijke verandering,Personal change,,
Persoonlijke verhalen,Personal stories,,
Persoonlijke voorkeur,Personal preference,,
Persoonlijke voorkeuren,Personal preferences,,
Persoonlijke zorgen,Personal concerns,,
Perspectief,Perspective,,
Perspectief verandering,Perspective change,,
Perspectief werknemer,Employee perspective,,
Perspectiefwisseling,Change of perspective,,
Perspectieven,Perspectives,,
Perspectieven van bedrijven,Business perspectives,,
Perspective-taking,Perspective-taking,,
Phases of operation,Phases of operation,,
Philosophical discourse,Philosophical discourse,,
Philosophy,Philosophy,,
Physical awareness,Physical awareness,,
Physical exertion,Physical exertion,,
Physical response,Physical response,,
Physiological entrainment,Physiological entrainment,,
Physiological experience,Physiological experience,,
Piekbelasting,Peak load,,
Piekeren,Brood,,
Pilot testing,Pilot testing,,
Pilotproject,Pilot project,,
Pilotprojecten,Pilot projects,,
Pioniers,Pioneers,,
Pioniersrol,Pioneering role,,
Plan van aanpak,Plan of action,,
Plannen,Plan,,
Planning,Planning,,
Planning en organisatie,Planning and organization,,
Plantenfamilies,Plant families,,
Plantkunde,Botany,,
Plastic afval,Plastic waste,,
Platformwerk,Platform work,,
Platformwerkers,Platform workers,,
Podcast exploration,Podcast exploration,,
Poëtische beschrijving,Poetic description,,
Polarisatie,Polarization,,
Polarization,Polarization,,
Policy advocacy,Policy advocacy,,
Policy analysis,Policy analysis,,
Policy development,Policy development,,
Policy evaluation,Policy evaluation,,
Policy Framework,Policy Framework,,
Policy gaps,Policy gaps,,
Policy Influence,Policy Influence,,
Policy integration,Policy integration,,
Policy measures,Policy measures,,
Policy provisions,Policy provisions,,
Policy recommendation,Policy recommendation,,
Policy recommendations,Policy recommendations,,
Policy suggestions,Policy suggestions,,
Policymaking,Policymaking,,
Political Action,Political Action,,
Political activism,Political activism,,
Political appraisal,Political appraisal,,
Political attitudes,Political attitudes,,
Political Beliefs,Political Beliefs,,
Political Commentary,Political Commentary,,
Political conditions,Political conditions,,
Political conflict,Political conflict,,
Political context,Political context,,
Political criticism,Political criticism,,
Political critique,Political critique,,
Political disconnection,Political disconnection,,
Political discourse,Political discourse,,
Political disillusionment,Political disillusionment,,
Political engagement,Political engagement,,
Political extremism,Political extremism,,
Political factors,Political factors,,
Political Identity,Political Identity,,
Political ideology,Political ideology,,
Political implications,Political implications,,
Political influence,Political influence,,
Political opinion,Political opinion,,
Political oppression,Political oppression,,
Political pressure,Political pressure,,
Political psychology,Political psychology,,
Political repression,Political repression,,
Political Response,Political Response,,
Political Responsibility,Political Responsibility,,
Political rhetoric,Political rhetoric,,
Political strategy,Political strategy,,
Political struggle,Political struggle,,
Politie betrokkenheid,Police involvement,,
Politie en openbaar bestuur,Police and public administration,,
Politie en samenleving,Police and society,,
Politie rol,Police role,,
Politiegeschiedenis,Police history,,
Politiek,Politics,,
Politiek leiderschap,Political leadership,,
Politieke actie,Political action,,
Politieke betrokkenheid,Political involvement,,
Politieke bias,Political bias,,
Politieke consensus,Political consensus,,
Politieke doelen,Political goals,,
Politieke interesse,Political interest,,
Politieke invloed,Political influence,,
Politieke ontwikkeling,Political development,,
Politieke opvattingen,Political views,,
Politieke participatie,Political participation,,
Politieke socialisatie,Political socialization,,
Politieke spanningen,Political tensions,,
Politieke vertegenwoordiging,Political representation,,
Politieoptreden,Police action,,
Politiezorg,Police care,,
Populism,Populism,,
Populist attitudes,Populist attitudes,,
Positieve affectiviteit,Positive affectivity,,
Positieve betrokkenheid,Positive involvement,,
Positieve boodschappen,Positive messages,,
Positieve effecten,Positive effects,,
Positieve effecten van weer,Positive effects of weather,,
Positieve eigenschappen,Positive traits,,
Positieve emoties,Positive emotions,,
Positieve ervaring,Positive experience,,
Positieve ervaringen,Positive experiences,,
Positieve feedback,Positive feedback,,
Positieve gezondheid,Positive health,,
Positieve impact,Positive impact,,
Positieve interactie,Positive interaction,,
Positieve invloed,Positive influence,,
Positieve leeromgeving,Positive learning environment,,
Positieve mindset,Positive mindset,,
Positieve ontvangst,Positive reception,,
Positieve ontwikkeling,Positive development,,
Positieve ontwikkelingen,Positive developments,,
Positieve samenwerking,Positive cooperation,,
Positieve uitkomst,Positive outcome,,
Positieve veranderingen,Positive changes,,
Positieve verwachting,Positive expectation,,
Positieve verwachtingen,Positive expectations,,
Positieve waardering,Positive appreciation,,
Positieve waarneming,Positive perception,,
Positieve werkomgeving,Positive work environment,,
Positioning,Positioning,,
Positive anticipation,Positive anticipation,,
Positive atmosphere,Positive atmosphere,,
Positive experience,Positive experience,,
Positive feedback,Positive feedback,,
Positive interactions,Positive interactions,,
Positive outlook,Positive outlook,,
Positive recommendation,Positive recommendation,,
Positive reinforcement,Positive reinforcement,,
Positive sentiment,Positive sentiment,,
Positive support,Positive support,,
Positive teamwork,Positive teamwork,,
Positiviteit,Positivity,,
Post-covid,Post-covid,,
Post-covid ervaringen,Post-covid experiences,,
Post-covid impact,Post-covid impact,,
Post-processing challenges,Post-processing challenges,,
Postkolonialisme,Postcolonialism,,
Practical application,Practical application,,
Practical Experience,Practical Experience,,
Practice dynamics,Practice dynamics,,
Practitioner skills,Practitioner skills,,
Pragmatisch denken,Pragmatic thinking,,
Pragmatische benadering,Pragmatic approach,,
Pragmatisme,Pragmatism,,
Praktijk en wetenschap,Practice and science,,
Praktijkervaring,Practical experience,,
Praktijkgericht,Exoteric,,
Praktijkgericht leren,Practice-based learning,,
Praktijkgericht onderzoek,Practice-based research,,
Praktisch stappenplan,Practical step-by-step plan,,
Praktische deelname,Practical participation,,
Praktische ervaring,Practical experience,,
Praktische ondersteuning,Practical support,,
Praktische oplossingen,Practical solutions,,
Praktische tips,Practical tips,,
Praktische toepasbaarheid,Practical applicability,,
Precision,Precision,,
Predictive modeling,Predictive modeling,,
Predictive relationships,Predictive relationships,,
Predictor variables,Predictor variables,,
Prejudice,Prejudice,,
Prent,Picture,,
Presentatie,Presentation,,
Prestatie,Achievement,,
Prestatiedruk,Performance pressure,,
Prestatiegericht,Performance-oriented,,
Prestatiekloof,Performance gap,,
Prestaties,Accomplishments,,
Prestige,Prestige,,
Preventie,Prevention,,
Preventie en promotie,Prevention and promotion,,
Preventie van werkstress,Prevention of work stress,,
Preventiemaatregelen,Prevention measures,,
Preventieve aanpak,Preventive approach,,
Preventieve maatregelen,Preventive measures,,
Preventieve zorg,Preventive care,,
Prevention,Prevention,,
Pride,Pride,,
Prioriteiten,Priorities,,
Prioriteiten stellen,Setting priorities,,
Prioriteitstelling,Prioritization,,
Privacy,Privacy,,
Privacybeleid,Privacy policy,,
Privacykwesties,Privacy Concerns,,
Privacyzorgen,Privacy concerns,,
Privéomstandigheden,Personal circumstances,,
Privéproblemen,Private problems,,
Proactief gedrag,Proactive behavior,,
Proactieve zorgplanning,Proactive care planning,,
Proactiviteit,Proactivity,,
Probleemanalyse,Problem analysis,,
Probleemgericht denken,Problem-oriented thinking,,
Probleemherkenning,Problem recognition,,
Probleemidentificatie,Problem identification,,
Probleemoplossend denken,Problem-solving thinking,,
Probleemoplossend gedrag,Problem-solving behavior,,
Probleemoplossend vermogen,Problem-solving skills,,
Probleemoplossing,Problem solving,,
Problem-solving,Problem-solving,,
Problemen door weersomstandigheden,Problems due to weather conditions,,
Problemen in debatcultuur,Problems in debate culture,,
Problemen met concentratie,Problems with concentration,,
Problemen serieus nemen,Taking problems seriously,,
Proces van leren,Process of learning,,
Procesaanpassing,Process Adjustment,,
Procesbegeleiding,Process guidance,,
Procesbeschrijving,Process description,,
Procesinnovatie,Process innovation,,
Procesoptimalisatie,Process optimization,,
Procesverbetering,Process improvement,,
Product Development,Product Development,,
Productevaluatie,Product evaluation,,
Productie- en arbeidsmarktdynamiek,Production and labour market dynamics,,
Productiefase,Production phase,,
Productieomgeving,Production,,
Productieprocessen,Production processes,,
Productiviteit,Productivity,,
Productontwikkeling,Engineering,,
Professional achievements,Professional achievements,,
Professional background,Professional background,,
Professional development,Professional development,,
Professional expertise,Professional expertise,,
Professional identity,Professional identity,,
Professional pride,Professional pride,,
Professional relationship,Professional relationship,,
Professional role,Professional role,,
Professional validation,Professional validation,,
Professionalisering,Professionalisation,,
Professionals,Professionals,,
Professionals in de zorg en onderwijs,Healthcare and education professionals,,
Professionals versus ervaringsdeskundigen,Professionals versus experts by experience,,
Professioneel advies,Professional advice,,
Professioneel netwerk,Professional network,,
Professioneel onderzoek,Professional research,,
Professioneel overleg,Professional consultation,,
Professioneel perspectief,Professional perspective,,
Professioneel welzijn,Professional well-being,,
Professionele afstand,Professional distance,,
Professionele autonomie,Professional autonomy,,
Professionele expertise,Professional expertise,,
Professionele groei,Professional growth,,
Professionele hulp,Professional help,,
Professionele identiteit,Professional identity,,
Professionele netwerken,Professional networks,,
Professionele ondersteuning,Professional support,,
Professionele ontwikkeling,Professional development,,
Professionele praktijken,Professional practices,,
Professionele rol,Professional role,,
Professionele specialisatie,Professional specialization,,
Professionele vaardigheden,Professional skills,,
Professionele voldoening,Professional satisfaction,,
Professionele zorg,Professional care,,
Program coordination,Program coordination,,
Progres,Progres,,
Project description,Project description,,
Project evaluation,Project evaluation,,
Project management,Project management,,
Projectbewaking,Project monitoring,,
Projectduur,Project duration,,
Projectevaluatie,Project evaluation,,
Projectinitiatie,Project initiation,,
Projectmanagement,Project management,,
Projectmonitoring,Project monitoring,,
Projectontwikkeling,Development,,
Projectplanning,Project planning,,
Projectpresentatie,Project presentation,,
Projectstructuur,Wbs,,
Promotie,Promotion,,
Propaganda,Propaganda,,
Proprioception,Proprioception,,
Propulsion Systems,Propulsion Systems,,
Protection of community,Protection of community,,
Protection of migrants,Protection of migrants,,
Protest,Protest,,
Provinciale visievorming,Provincial vision formation,,
Psychiatrische en neurologische aandoeningen,Psychiatric and neurological disorders,,
Psychiatrische problemen,Psychiatric problems,,
Psychisch lijden,Psychological suffering,,
Psychisch onwelbevinden,Psychological unwell-being,,
Psychische aandoeningen,Mental illness,,
Psychische gezondheid,Mental health,,
Psychische hulpverlening,Psychological assistance,,
Psychische problematiek,Psychological problems,,
Psychische problemen,Psychological problems,,
Psychological mechanisms,Psychological mechanisms,,
Psychological predictors,Psychological predictors,,
Psychological well-being,Psychological well-being,,
Psychologie,Psychology,,
Psychologie van besluitvorming,Psychology of Decision Making,,
Psychologisch inzicht,Psychological insight,,
Psychometric properties,Psychometric properties,,
Psychometrics,Psychometrics,,
Psychosociale arbeidsrisico's,Psychosocial occupational risks,,
Psychosociale aspecten,Psychosocial aspects,,
Psychosociale ondersteuning,Psychosocial support,,
Psychosociale risicofactoren,Psychosocial risk factors,,
Public debate,Public debate,,
Public engagement,Public engagement,,
Public Health,Public Health,,
Public health impact,Public health impact,,
Public perception,Public perception,,
Public policy,Public policy,,
Public sentiment,Public sentiment,,
Public service,Public service,,
Publicatie,Publication,,
Publiek begrip van wetenschap,Public understanding of science,,
Publiek-private samenwerking,Public-private partnership,,
Publieke aandacht voor misdrijven,Public attention for crimes,,
Publieke betrokkenheid,Public engagement,,
Publieke mening,Public opinion,,
Publieke opinie,Public opinion,,
Publieke perceptie,Public perception,,
Publieke verantwoordelijkheid,Public responsibility,,
Publieke waarde,Public value,,
Publieke waarden,Public values,,
Qualitative analysis,Qualitative analysis,,
Qualitative research,Qualitative research,,
Quantitative Analysis,Quantitative Analysis,,
Quantitative measures,Quantitative measures,,
Quantum networks,Quantum networks,,
Questionnaire design,Questionnaire design,,
Racisme,Racism,,
Radical right,Radical right,,
Rampen,Disasters,,
Randomized controlled trial,Randomized controlled trial,,
Randvoorwaarden,Conditions,,
Re-integratie,Reintegration,,
Reactie op verandering,Response to change,,
Reactie op waarschuwing,Warning Response,,
Reactie op waarschuwingen,Response to alerts,,
Reactortechnologie,Reactor technology,,
Reading engagement,Reading engagement,,
Real-time applications,Real-time applications,,
Real-world application,Real-world application,,
Real-world impact,Real-world impact,,
Realism,Realism,,
Realistic threats,Realistic threats,,
Realistische verwachtingen,Realistic expectations,,
Recent Events,Recent Events,,
Recht,Straight,,
Rechtspleging,Justice,,
Rechtszaken,Lawsuits,,
Rechtvaardigheid,Justice,,
Recognitie van bijdragen,Recognition of contributions,,
Recognition,Recognition,,
Recommendations,Recommendations,,
Recommendations for future research,Recommendations for future research,,
Recommendations for improvement,Recommendations for improvement,,
Recyclingproblemen,Recycling problems,,
Redenen voor inactiviteit,Reasons for inactivity,,
Reductionism,Reductionism,,
Reel,Reel,,
Refereeing,Refereeing,,
Referentie,Reference,,
Referentiekader,Frame of reference,,
Reflectie,Reflection,,
Reflectie op milieu,Reflection on the environment,,
Reflection of self,Reflection of self,,
Regeldruk,Regulatory burden,,
Regelgeving,Regulations,,
Regels en normen,Rules and standards,,
Regie nemen,Taking control,,
"Regie, sturing en veranderbehoefte","Direction, management and need for change",,
Regierol,Directing role,,
Regievoering,Directing,,
Regioanalyse,Regional analysis,,
Regional cooperation,Regional cooperation,,
Regional governance,Regional governance,,
Regional integration,Regional integration,,
Regionale aanpak,Regional approach,,
Regionale economie,Regional economy,,
Regionale focus,Regional focus,,
Regionale obstakels,Regional obstacles,,
Regionale ontwikkeling,Regional development,,
Regionale samenwerking,Regional cooperation,,
Regionale variabiliteit,Regional variability,,
Regionale verschillen,Regional differences,,
Regionale vliegvelden,Regional airports,,
Regionalisering,Regionalization,,
Regioverschillen,Regional differences,,
Regular practice,Regular practice,,
Regulering,Regulation,,
Regulering van informatie en vrijheid van expressie,Regulation of information and freedom of expression,,
Reintegration Programs,Reintegration Programs,,
Reisafstand,Travel distance,,
Reizen,Travel,,
Relatabiliteit,Relatability,,
Relatedness,Relatedness,,
Relatie tussen mens en AI,Relationship between humans and AI,,
Relatie tussen preventie en rendement,Relationship between prevention and efficiency,,
Relatieproblemen,Relationship problems,,
Relaties,Relationships,,
Relative deprivation,Relative deprivation,,
Relaxation,Relaxation,,
Release,Release,,
Relevant maken,Making it relevant,,
Relevantie,Relevance,,
Relevantie voor kinderen,Relevance for children,,
Reliability,Reliability,,
Reliability analysis,Reliability analysis,,
Reliance on traditional methods,Reliance on traditional methods,,
Religie,Religion,,
Religieuze overtuigingen,Religious beliefs,,
Religious belief,Religious belief,,
Religious beliefs,Religious beliefs,,
Religious consciousness,Religious consciousness,,
Religious Identity,Religious Identity,,
Religious References,Religious References,,
Reluctance to criticize,Reluctance to criticize,,
Remittances,Remittances,,
Representatie,Representation,,
Representative sample,Representative sample,,
Reproduceerbaarheid,Reproducibility,,
Request for Clarification,Request for Clarification,,
Research,Research,,
Research advancements,Research advancements,,
Research and Development,Research and Development,,
Research and storytelling,Research and storytelling,,
Research application,Research application,,
Research applications,Research applications,,
Research challenges,Research challenges,,
Research collaboration,Research collaboration,,
Research context,Research context,,
Research design,Research design,,
Research development,Research development,,
Research discussion,Research discussion,,
Research exploration,Research exploration,,
Research findings,Research findings,,
Research focus,Research focus,,
Research growth,Research growth,,
Research impact,Research impact,,
Research initiative,Research initiative,,
Research integrity,Research integrity,,
Research interest,Research interest,,
Research interests,Research interests,,
Research limitations,Research limitations,,
Research methodology,Research methodology,,
Research methods,Research methods,,
Research objectives,Research objectives,,
Research opportunities,Research opportunities,,
Research progress,Research progress,,
Research questions,Research questions,,
Research recommendations,Research recommendations,,
Research significance,Research significance,,
Research study,Research study,,
Research support,Research support,,
Resettlement challenges,Resettlement challenges,,
Resilience,Resilience,,
Resistance,Resistance,,
Resource allocation,Resource allocation,,
Resource availability,Resource availability,,
Resource limitations,Resource limitations,,
Resource management,Resource management,,
Resource sharing,Resource sharing,,
Respect,Respect,,
Respondentenervaring,Respondent Experience,,
Responsabilisering,Empowerment,,
Responsibility,Responsibility,,
Responsmanagement,Response management,,
Ressentiment,Ressentiment,,
Restlessness,Restlessness,,
Resultaatgerichtheid,Result orientation,,
Resultaatmeting,Result measurement,,
Resultaten,Results,,
Resultaten analyse,Results analysis,,
Resultaten en conclusies,Results and conclusions,,
Results analysis,Results analysis,,
Retailbranche,Retail industry,,
Retention,Retention,,
Richting geven,Giving direction,,
Right-wing populism,Right-wing populism,,
Risico's,Risks,,
Risico's en bedreigingen,Risks and threats,,
Risico's en gevolgen,Risks and consequences,,
Risico's en kansen,Risks and opportunities,,
Risico's en uitdagingen,Risks and challenges,,
Risico's nemen,Taking risks,,
Risico-analyse,Risk analysis,,
Risico-inschatting,Risk assessment,,
Risico-inventarisatie en -evaluatie (RI&E),Risk inventory and evaluation (RI&E),,
Risico-perceptie,Risk perception,,
Risicoanalyse,Risk analysis,,
Risicobeheer,Risk management,,
Risicocommunicatie,Risk communication,,
Risicofactoren,Risk factors,,
Risicogroepen,Risk groups,,
Risicomanagement,Risk management,,
Risicoperceptie,Risk perception,,
Risicopreventie,Risk prevention,,
Risicos,Risks,,
Risicovermijding,Risk avoidance,,
Risk management,Risk management,,
Risks and Vulnerabilities,Risks and Vulnerabilities,,
Ritual,Ritual,,
Rituals,Rituals,,
Robustness,Robustness,,
Robuustheid,Robustness,,
Rol overheid/organisatie,Role of government/organisation,,
Rol van de overheid,Role of the government,,
Rol van de politie,Role of the police,,
Rol van wetenschappers,Role of scientists,,
Role of simulation,Role of simulation,,
Rolmodellen,Role models,,
Rolopvatting,Role conception,,
Rolverdeling,Cast,,
Rookervaring,Smoking experience,,
Roosterproblematiek,Roster problems,,
Routine verandering,Routine change,,
RS-virus,RS virus,,
Ruimte,Space,,
Ruimtebesparing,Space saving,,
Ruimtelijke impact,Spatial impact,,
Ruimtelijke ontwikkeling,Spatial development,,
Ruimtelijke ordening,Spatial planning,,
Ruimtelijke verbeelding,Spatial imagination,,
Ruimtelijke verkenning,Spatial exploration,,
Rural development,Rural development,,
Rural development challenges,Rural development challenges,,
Rural-urban movement,Rural-urban movement,,
Saamhorigheid,Solidarity,,
Safety,Safety,,
Safety and security,Safety and security,,
Safety Standards,Safety Standards,,
Samenhang,Cohesion,,
Samenhorigheid,Solidarity,,
Samenwerking,Cooperation,,
Samenwerking in de gemeenschap,Community Collaboration,,
Samenwerking met burgers,Collaboration with citizens,,
Samenwerking met de gemeenschap,Community collaboration,,
Samenwerking met naasten,Collaboration with loved ones,,
Samenwerking tussen disciplines,Collaboration between disciplines,,
Samenwerking tussen organisaties,Collaboration between organizations,,
Samenwerking tussen provincies,Cooperation between provinces,,
Samenwerking tussen vakgebieden,Collaboration between disciplines,,
Samenwerkingsafspraken,Cooperation agreements,,
Samenzweringsdenken,Conspiracy thinking,,
Sampling procedure,Sampling procedure,,
Satellietbeelden,Satellite imagery,,
Scalability,Scalability,,
Scale development,Scale development,,
Scale reliability,Scale reliability,,
Scapegoating,Scapegoating,,
Scepsis,Scepticism,,
Scepticisme,Skepticism,,
Schaamte,Shame,,
Schaarste,Scarcity,,
Schaarste aan personeel,Scarcity of personnel,,
Schade,Damage,,
Scheepsontwerp,Ship design,,
Schone energie,Clean energy,,
Scientific explanation,Scientific explanation,,
Scientific insights,Scientific insights,,
Seasonal change,Seasonal change,,
Seasonal engagement,Seasonal engagement,,
Seasonal patterns,Seasonal patterns,,
Sectorafhankelijkheid,Sector dependence,,
Sectorale samenwerking,Sectoral cooperation,,
Sectoranalyse,Sector analysis,,
Sectoren,Sectors,,
Sectorfocus,Sector focus,,
Sectorontwikkeling,Sector development,,
Sectorverantwoordelijkheid,Sector responsibility,,
Security,Security,,
Security assessment,Security assessment,,
Security concerns,Security concerns,,
Sediment mixtures,Sediment mixtures,,
Sediment processes,Sediment processes,,
Sediment properties,Sediment properties,,
Seeking Understanding,Seeking Understanding,,
Seizoenen,Seasons,,
Seizoensgebonden affect,Seasonal affect,,
Seizoensgebonden affectieve stoornis,Seasonal affective disorder,,
Seizoensgebonden affectiviteit,Seasonal affectivity,,
Seizoensgebonden stress,Seasonal stress,,
Seizoensgebonden veranderingen,Seasonal changes,,
Seizoensveranderingen,Seasonal changes,,
Seksespecifieke verschillen,Gender-specific differences,,
Sekseverschillen,Gender differences,,
Seksisme,Sexism,,
Selectie bias,Selection bias,,
Selectie-effecten,Selection effects,,
Self-censorship,Self-censorship,,
Self-Determination Theory,Self-Determination Theory,,
Self-improvement,Self-improvement,,
Self-making techniques,Self-making techniques,,
Self-report measures,Self-report measures,,
Self-transformation,Self-transformation,,
Sense of belonging,Sense of belonging,,
Sensory awareness,Sensory awareness,,
Sensory experience,Sensory experience,,
Sensory labor,Sensory laboratory,,
Sensory practices,Sensory practices,,
Sentiment analysis,Sentiment analysis,,
Settlement expansion,Settlement expansion,,
Sfeer,Sphere,,
Shared affect,Shared affect,,
Shared experience,Shared experience,,
Showcase,Showcase,,
Signalering,Signaling,,
Signalering van werkstress,Identification of work stress,,
Silencing,Silencing,,
Simulatieonderzoek,Simulation research,,
Simulaties,Simulations,,
Situational awareness,Situational awareness,,
Skill development,Skill development,,
Slaapgebrek,Sleep deprivation,,
Slaapproblemen,Sleeping,,
Slaapverstoring,Sleep disturbance,,
Slachtoffers van rampen,Disaster victims,,
Slapeloosheid,Insomnia,,
Slavernij,Slavery,,
Sleep difficulties,Sleep difficulties,,
Sleep habits,Sleep habits,,
Sleep importance,Sleep importance,,
Sleep issues,Sleep issues,,
Smaakervaring,Taste experience,,
Snelheid,Speed,,
Snelheid van verwerking,Speed of processing,,
Snellere doorstroom,Faster throughput,,
Sociaal beleid,Social policy,,
Sociaal bewustzijn,Social awareness,,
Sociaal commentaar,Social commentary,,
Sociaal debat,Social debate,,
Sociaal domein,Social domain,,
Sociaal engagement,Social commitment,,
Sociaal functioneren,Social functioning,,
Sociaal gedrag,Social behaviour,,
Sociaal isolement,Social isolation,,
Sociaal leven,Social life,,
Sociaal verkeer,Social traffic,,
Sociaal welzijn,Social well-being,,
Sociaal-economische impact,Socio-economic impact,,
Sociaal-economische invloed,Socio-economic impact,,
Sociaal-economische ongelijkheid,Socio-economic inequality,,
Sociaal-economische veranderingen,Socio-economic changes,,
Social acceptance,Social acceptance,,
Social categorization,Social categorization,,
Social commentary,Social commentary,,
Social comparison,Social comparison,,
Social desirability bias,Social desirability bias,,
Social division,Social division,,
Social dynamics,Social dynamics,,
Social Empowerment,Social Empowerment,,
Social hierarchy sensitivity,Social hierarchy sensitivity,,
Social identity,Social identity,,
Social identity theory,Social identity theory,,
Social impact,Social impact,,
Social inequality,Social inequality,,
Social issues,Social issues,,
Social justice,Social justice,,
Social media engagement,Social media engagement,,
Social movements,Social movements,,
Social responsibility,Social responsibility,,
Social Status,Social Status,,
Social support,Social support,,
Social tipping points,Social tipping points,,
Sociale activiteiten,Social activities,,
Sociale betrokkenheid,Social involvement,,
Sociale bewustheid,Social awareness,,
Sociale cohesie,Social cohesion,,
Sociale draagvlak,Social support,,
Sociale druk,Social pressure,,
Sociale en culturele transformatie,Social and cultural transformation,,
Sociale en culturele transformatie: Alternatieve benaderingen,Social and Cultural Transformation: Alternative Approaches,,
Sociale en gemeentelijke contexten,Social and municipal contexts,,
Sociale en gemeentelijke contexten: Achterstandswijken,Social and municipal contexts: Deprived neighbourhoods,,
Sociale en politieke dynamiek,Social and political dynamics,,
Sociale en politieke dynamiek: Altruïsme,Social and political dynamics: Altruism,,
Sociale en politieke dynamiek: Antagonismen en ideologische vooroordelen,Social and political dynamics: Antagonisms and ideological prejudices,,
Sociale en politieke dynamiek: Autoriteit,Social and political dynamics: Authority,,
Sociale erkenning,Social recognition,,
Sociale factoren,Social factors,,
Sociale gevolgen,Social consequences,,
Sociale impact,Social impact,,
Sociale inclusie,Social inclusion,,
Sociale interactie,Social interaction,,
Sociale interacties,Social interactions,,
Sociale invloed,Social influence,,
Sociale invloeden,Social influences,,
Sociale isolatie,Social isolation,,
Sociale media,Social media,,
Sociale media interactie,Social media interaction,,
Sociale ondersteuning,Social support,,
Sociale ongelijkheid,Social inequality,,
Sociale problemen,Social problems,,
Sociale rechtvaardigheid,Social justice,,
Sociale relaties,Social relationships,,
Sociale steun,Social support,,
Sociale uitsluiting,Social exclusion,,
Sociale vaardigheden,Social skills,,
Sociale verantwoordelijkheid,Social responsibility,,
Societal contribution,Societal contribution,,
Societal division,Societal division,,
Socio-cultural determinants,Socio-cultural determinants,,
Socio-cultural explanation,Socio-cultural explanation,,
Socio-cultural factors,Socio-cultural factors,,
Socio-cultural Influence,Socio-cultural Influence,,
Socio-economic challenges,Socio-economic challenges,,
Socio-economic factors,Socio-economic factors,,
Socio-Economic Status,Socio-Economic Status,,
Socio-political instability,Socio-political instability,,
Sociocultural Influences,Sociocultural Influences,,
Socioculturele factoren,Sociocultural factors,,
Socioeconomic factors,Socioeconomic factors,,
Socioeconomic status,Socioeconomic status,,
Sociologische verandering,Sociological change,,
Soft skills,Soft skills,,
Software development,Software development,,
Softwareontwikkeling,Software development,,
Soil properties,Soil properties,,
Solidariteit,Solidarity,,
Space technology,Space technology,,
Spanning,Tension,,
Spanningsveld,Tension,,
Spanningsvelden,Areas of tension,,
Spatial Awareness,Spatial Awareness,,
Spatial dynamics,Spatial dynamics,,
Specialisatie,Specialisation,,
Specificiteit,Specificity,,
Specifiek,Specific,,
Specifieke beoordelingscriteria,Specific assessment criteria,,
Specifieke context,Specific context,,
