"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	Deaths
	"Pennsylvania"	"42"	"2019"	"2019"	"60-64 years "	"60-64"	"Male"	"M"	24
	"Pennsylvania"	"42"	"2019"	"2019"	"65-69 years"	"65-69"	"Male"	"M"	41
	"Pennsylvania"	"42"	"2019"	"2019"	"70-74 years"	"70-74"	"Male"	"M"	56
	"Pennsylvania"	"42"	"2019"	"2019"	"75-79 years"	"75-79"	"Male"	"M"	57
	"Pennsylvania"	"42"	"2019"	"2019"	"80-84 years"	"80-84"	"Male"	"M"	44
	"Pennsylvania"	"42"	"2019"	"2019"	"85+ years"	"85+"	"Male"	"M"	58
	"Pennsylvania"	"42"	"2020"	"2020"	"60-64 years "	"60-64"	"Male"	"M"	27
	"Pennsylvania"	"42"	"2020"	"2020"	"65-69 years"	"65-69"	"Male"	"M"	24
	"Pennsylvania"	"42"	"2020"	"2020"	"70-74 years"	"70-74"	"Male"	"M"	59
	"Pennsylvania"	"42"	"2020"	"2020"	"75-79 years"	"75-79"	"Male"	"M"	50
	"Pennsylvania"	"42"	"2020"	"2020"	"80-84 years"	"80-84"	"Male"	"M"	51
	"Pennsylvania"	"42"	"2020"	"2020"	"85+ years"	"85+"	"Male"	"M"	52
	"Pennsylvania"	"42"	"2021"	"2021"	"55-59 years"	"55-59"	"Male"	"M"	22
	"Pennsylvania"	"42"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	26
	"Pennsylvania"	"42"	"2021"	"2021"	"65-69 years"	"65-69"	"Male"	"M"	38
	"Pennsylvania"	"42"	"2021"	"2021"	"70-74 years"	"70-74"	"Male"	"M"	59
	"Pennsylvania"	"42"	"2021"	"2021"	"75-79 years"	"75-79"	"Male"	"M"	51
	"Pennsylvania"	"42"	"2021"	"2021"	"80-84 years"	"80-84"	"Male"	"M"	50
	"Pennsylvania"	"42"	"2021"	"2021"	"85+ years"	"85+"	"Male"	"M"	61
	"South Carolina"	"45"	"2000"	"2000"	"65-69 years"	"65-69"	"Male"	"M"	18
	"South Carolina"	"45"	"2000"	"2000"	"70-74 years"	"70-74"	"Male"	"M"	16
	"South Carolina"	"45"	"2001"	"2001"	"65-69 years"	"65-69"	"Male"	"M"	17
	"South Carolina"	"45"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	18
	"South Carolina"	"45"	"2003"	"2003"	"70-74 years"	"70-74"	"Male"	"M"	19
	"South Carolina"	"45"	"2003"	"2003"	"75-79 years"	"75-79"	"Male"	"M"	16
	"South Carolina"	"45"	"2004"	"2004"	"75-79 years"	"75-79"	"Male"	"M"	18
	"South Carolina"	"45"	"2006"	"2006"	"75-79 years"	"75-79"	"Male"	"M"	17
	"South Carolina"	"45"	"2007"	"2007"	"70-74 years"	"70-74"	"Male"	"M"	21
	"South Carolina"	"45"	"2007"	"2007"	"75-79 years"	"75-79"	"Male"	"M"	16
	"South Carolina"	"45"	"2007"	"2007"	"80-84 years"	"80-84"	"Male"	"M"	17
	"South Carolina"	"45"	"2008"	"2008"	"70-74 years"	"70-74"	"Male"	"M"	24
	"South Carolina"	"45"	"2008"	"2008"	"75-79 years"	"75-79"	"Male"	"M"	20
	"South Carolina"	"45"	"2009"	"2009"	"70-74 years"	"70-74"	"Male"	"M"	16
	"South Carolina"	"45"	"2010"	"2010"	"65-69 years"	"65-69"	"Male"	"M"	16
	"South Carolina"	"45"	"2010"	"2010"	"70-74 years"	"70-74"	"Male"	"M"	17
	"South Carolina"	"45"	"2010"	"2010"	"75-79 years"	"75-79"	"Male"	"M"	17
	"South Carolina"	"45"	"2011"	"2011"	"65-69 years"	"65-69"	"Male"	"M"	16
	"South Carolina"	"45"	"2011"	"2011"	"70-74 years"	"70-74"	"Male"	"M"	19
	"South Carolina"	"45"	"2012"	"2012"	"65-69 years"	"65-69"	"Male"	"M"	19
	"South Carolina"	"45"	"2012"	"2012"	"70-74 years"	"70-74"	"Male"	"M"	25
	"South Carolina"	"45"	"2012"	"2012"	"80-84 years"	"80-84"	"Male"	"M"	17
	"South Carolina"	"45"	"2012"	"2012"	"85+ years"	"85+"	"Male"	"M"	19
	"South Carolina"	"45"	"2013"	"2013"	"65-69 years"	"65-69"	"Male"	"M"	17
	"South Carolina"	"45"	"2013"	"2013"	"70-74 years"	"70-74"	"Male"	"M"	24
	"South Carolina"	"45"	"2013"	"2013"	"75-79 years"	"75-79"	"Male"	"M"	17
	"South Carolina"	"45"	"2013"	"2013"	"80-84 years"	"80-84"	"Male"	"M"	20
	"South Carolina"	"45"	"2013"	"2013"	"85+ years"	"85+"	"Male"	"M"	24
	"South Carolina"	"45"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	18
	"South Carolina"	"45"	"2014"	"2014"	"65-69 years"	"65-69"	"Male"	"M"	16
	"South Carolina"	"45"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	19
	"South Carolina"	"45"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	21
	"South Carolina"	"45"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	22
	"South Carolina"	"45"	"2015"	"2015"	"60-64 years "	"60-64"	"Male"	"M"	16
	"South Carolina"	"45"	"2015"	"2015"	"65-69 years"	"65-69"	"Male"	"M"	18
	"South Carolina"	"45"	"2015"	"2015"	"70-74 years"	"70-74"	"Male"	"M"	24
	"South Carolina"	"45"	"2015"	"2015"	"75-79 years"	"75-79"	"Male"	"M"	16
	"South Carolina"	"45"	"2015"	"2015"	"80-84 years"	"80-84"	"Male"	"M"	21
	"South Carolina"	"45"	"2015"	"2015"	"85+ years"	"85+"	"Male"	"M"	23
	"South Carolina"	"45"	"2016"	"2016"	"65-69 years"	"65-69"	"Male"	"M"	17
	"South Carolina"	"45"	"2016"	"2016"	"70-74 years"	"70-74"	"Male"	"M"	30
	"South Carolina"	"45"	"2016"	"2016"	"75-79 years"	"75-79"	"Male"	"M"	19
	"South Carolina"	"45"	"2016"	"2016"	"80-84 years"	"80-84"	"Male"	"M"	20
	"South Carolina"	"45"	"2016"	"2016"	"85+ years"	"85+"	"Male"	"M"	17
	"South Carolina"	"45"	"2017"	"2017"	"60-64 years "	"60-64"	"Male"	"M"	19
	"South Carolina"	"45"	"2017"	"2017"	"65-69 years"	"65-69"	"Male"	"M"	24
	"South Carolina"	"45"	"2017"	"2017"	"70-74 years"	"70-74"	"Male"	"M"	20
	"South Carolina"	"45"	"2017"	"2017"	"75-79 years"	"75-79"	"Male"	"M"	22
	"South Carolina"	"45"	"2017"	"2017"	"80-84 years"	"80-84"	"Male"	"M"	18
	"South Carolina"	"45"	"2017"	"2017"	"85+ years"	"85+"	"Male"	"M"	20
	"South Carolina"	"45"	"2018"	"2018"	"70-74 years"	"70-74"	"Male"	"M"	16
	"South Carolina"	"45"	"2018"	"2018"	"75-79 years"	"75-79"	"Male"	"M"	22
	"South Carolina"	"45"	"2018"	"2018"	"80-84 years"	"80-84"	"Male"	"M"	29
	"South Carolina"	"45"	"2018"	"2018"	"85+ years"	"85+"	"Male"	"M"	16
	"South Carolina"	"45"	"2019"	"2019"	"65-69 years"	"65-69"	"Male"	"M"	22
	"South Carolina"	"45"	"2019"	"2019"	"70-74 years"	"70-74"	"Male"	"M"	23
	"South Carolina"	"45"	"2019"	"2019"	"75-79 years"	"75-79"	"Male"	"M"	30
	"South Carolina"	"45"	"2019"	"2019"	"80-84 years"	"80-84"	"Male"	"M"	20
	"South Carolina"	"45"	"2019"	"2019"	"85+ years"	"85+"	"Male"	"M"	18
	"South Carolina"	"45"	"2020"	"2020"	"70-74 years"	"70-74"	"Male"	"M"	24
	"South Carolina"	"45"	"2020"	"2020"	"75-79 years"	"75-79"	"Male"	"M"	31
	"South Carolina"	"45"	"2020"	"2020"	"80-84 years"	"80-84"	"Male"	"M"	20
	"South Carolina"	"45"	"2020"	"2020"	"85+ years"	"85+"	"Male"	"M"	28
	"South Carolina"	"45"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	16
	"South Carolina"	"45"	"2021"	"2021"	"70-74 years"	"70-74"	"Male"	"M"	20
	"South Carolina"	"45"	"2021"	"2021"	"75-79 years"	"75-79"	"Male"	"M"	20
	"South Carolina"	"45"	"2021"	"2021"	"80-84 years"	"80-84"	"Male"	"M"	29
	"South Carolina"	"45"	"2021"	"2021"	"85+ years"	"85+"	"Male"	"M"	22
	"Tennessee"	"47"	"1999"	"1999"	"55-59 years"	"55-59"	"Male"	"M"	17
	"Tennessee"	"47"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	24
	"Tennessee"	"47"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	28
	"Tennessee"	"47"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	18
	"Tennessee"	"47"	"2000"	"2000"	"70-74 years"	"70-74"	"Male"	"M"	30
	"Tennessee"	"47"	"2000"	"2000"	"75-79 years"	"75-79"	"Male"	"M"	17
	"Tennessee"	"47"	"2001"	"2001"	"60-64 years "	"60-64"	"Male"	"M"	16
	"Tennessee"	"47"	"2001"	"2001"	"65-69 years"	"65-69"	"Male"	"M"	22
	"Tennessee"	"47"	"2001"	"2001"	"70-74 years"	"70-74"	"Male"	"M"	20
	"Tennessee"	"47"	"2001"	"2001"	"75-79 years"	"75-79"	"Male"	"M"	18
	"Tennessee"	"47"	"2001"	"2001"	"80-84 years"	"80-84"	"Male"	"M"	19
	"Tennessee"	"47"	"2002"	"2002"	"60-64 years "	"60-64"	"Male"	"M"	16
	"Tennessee"	"47"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	20
	"Tennessee"	"47"	"2002"	"2002"	"70-74 years"	"70-74"	"Male"	"M"	33
	"Tennessee"	"47"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	20
	"Tennessee"	"47"	"2002"	"2002"	"80-84 years"	"80-84"	"Male"	"M"	18
	"Tennessee"	"47"	"2003"	"2003"	"65-69 years"	"65-69"	"Male"	"M"	18
	"Tennessee"	"47"	"2003"	"2003"	"70-74 years"	"70-74"	"Male"	"M"	26
	"Tennessee"	"47"	"2003"	"2003"	"75-79 years"	"75-79"	"Male"	"M"	20
	"Tennessee"	"47"	"2003"	"2003"	"80-84 years"	"80-84"	"Male"	"M"	19
	"Tennessee"	"47"	"2004"	"2004"	"65-69 years"	"65-69"	"Male"	"M"	23
	"Tennessee"	"47"	"2004"	"2004"	"70-74 years"	"70-74"	"Male"	"M"	20
	"Tennessee"	"47"	"2004"	"2004"	"75-79 years"	"75-79"	"Male"	"M"	26
	"Tennessee"	"47"	"2004"	"2004"	"80-84 years"	"80-84"	"Male"	"M"	17
	"Tennessee"	"47"	"2005"	"2005"	"60-64 years "	"60-64"	"Male"	"M"	16
	"Tennessee"	"47"	"2005"	"2005"	"70-74 years"	"70-74"	"Male"	"M"	18
	"Tennessee"	"47"	"2005"	"2005"	"75-79 years"	"75-79"	"Male"	"M"	20
	"Tennessee"	"47"	"2005"	"2005"	"80-84 years"	"80-84"	"Male"	"M"	26
	"Tennessee"	"47"	"2006"	"2006"	"70-74 years"	"70-74"	"Male"	"M"	22
	"Tennessee"	"47"	"2006"	"2006"	"75-79 years"	"75-79"	"Male"	"M"	22
	"Tennessee"	"47"	"2006"	"2006"	"80-84 years"	"80-84"	"Male"	"M"	20
	"Tennessee"	"47"	"2007"	"2007"	"60-64 years "	"60-64"	"Male"	"M"	20
	"Tennessee"	"47"	"2007"	"2007"	"65-69 years"	"65-69"	"Male"	"M"	27
	"Tennessee"	"47"	"2007"	"2007"	"70-74 years"	"70-74"	"Male"	"M"	31
	"Tennessee"	"47"	"2007"	"2007"	"75-79 years"	"75-79"	"Male"	"M"	30
	"Tennessee"	"47"	"2007"	"2007"	"80-84 years"	"80-84"	"Male"	"M"	26
	"Tennessee"	"47"	"2008"	"2008"	"65-69 years"	"65-69"	"Male"	"M"	18
	"Tennessee"	"47"	"2008"	"2008"	"70-74 years"	"70-74"	"Male"	"M"	21
	"Tennessee"	"47"	"2008"	"2008"	"75-79 years"	"75-79"	"Male"	"M"	18
	"Tennessee"	"47"	"2008"	"2008"	"80-84 years"	"80-84"	"Male"	"M"	23
	"Tennessee"	"47"	"2008"	"2008"	"85+ years"	"85+"	"Male"	"M"	18
	"Tennessee"	"47"	"2009"	"2009"	"60-64 years "	"60-64"	"Male"	"M"	16
	"Tennessee"	"47"	"2009"	"2009"	"65-69 years"	"65-69"	"Male"	"M"	20
	"Tennessee"	"47"	"2009"	"2009"	"70-74 years"	"70-74"	"Male"	"M"	24
	"Tennessee"	"47"	"2009"	"2009"	"75-79 years"	"75-79"	"Male"	"M"	29
	"Tennessee"	"47"	"2009"	"2009"	"80-84 years"	"80-84"	"Male"	"M"	16
	"Tennessee"	"47"	"2009"	"2009"	"85+ years"	"85+"	"Male"	"M"	17
	"Tennessee"	"47"	"2010"	"2010"	"60-64 years "	"60-64"	"Male"	"M"	17
	"Tennessee"	"47"	"2010"	"2010"	"65-69 years"	"65-69"	"Male"	"M"	21
	"Tennessee"	"47"	"2010"	"2010"	"70-74 years"	"70-74"	"Male"	"M"	23
	"Tennessee"	"47"	"2010"	"2010"	"75-79 years"	"75-79"	"Male"	"M"	28
	"Tennessee"	"47"	"2010"	"2010"	"80-84 years"	"80-84"	"Male"	"M"	20
	"Tennessee"	"47"	"2011"	"2011"	"60-64 years "	"60-64"	"Male"	"M"	23
	"Tennessee"	"47"	"2011"	"2011"	"70-74 years"	"70-74"	"Male"	"M"	16
	"Tennessee"	"47"	"2011"	"2011"	"75-79 years"	"75-79"	"Male"	"M"	30
	"Tennessee"	"47"	"2011"	"2011"	"80-84 years"	"80-84"	"Male"	"M"	19
	"Tennessee"	"47"	"2012"	"2012"	"60-64 years "	"60-64"	"Male"	"M"	22
	"Tennessee"	"47"	"2012"	"2012"	"65-69 years"	"65-69"	"Male"	"M"	22
	"Tennessee"	"47"	"2012"	"2012"	"70-74 years"	"70-74"	"Male"	"M"	18
	"Tennessee"	"47"	"2012"	"2012"	"75-79 years"	"75-79"	"Male"	"M"	18
	"Tennessee"	"47"	"2012"	"2012"	"80-84 years"	"80-84"	"Male"	"M"	18
	"Tennessee"	"47"	"2012"	"2012"	"85+ years"	"85+"	"Male"	"M"	33
	"Tennessee"	"47"	"2013"	"2013"	"60-64 years "	"60-64"	"Male"	"M"	18
	"Tennessee"	"47"	"2013"	"2013"	"65-69 years"	"65-69"	"Male"	"M"	22
	"Tennessee"	"47"	"2013"	"2013"	"70-74 years"	"70-74"	"Male"	"M"	24
	"Tennessee"	"47"	"2013"	"2013"	"75-79 years"	"75-79"	"Male"	"M"	19
	"Tennessee"	"47"	"2013"	"2013"	"80-84 years"	"80-84"	"Male"	"M"	16
	"Tennessee"	"47"	"2013"	"2013"	"85+ years"	"85+"	"Male"	"M"	21
	"Tennessee"	"47"	"2014"	"2014"	"55-59 years"	"55-59"	"Male"	"M"	16
	"Tennessee"	"47"	"2014"	"2014"	"65-69 years"	"65-69"	"Male"	"M"	18
	"Tennessee"	"47"	"2014"	"2014"	"70-74 years"	"70-74"	"Male"	"M"	28
	"Tennessee"	"47"	"2014"	"2014"	"75-79 years"	"75-79"	"Male"	"M"	33
	"Tennessee"	"47"	"2014"	"2014"	"80-84 years"	"80-84"	"Male"	"M"	26
	"Tennessee"	"47"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	26
	"Tennessee"	"47"	"2015"	"2015"	"60-64 years "	"60-64"	"Male"	"M"	18
	"Tennessee"	"47"	"2015"	"2015"	"65-69 years"	"65-69"	"Male"	"M"	28
	"Tennessee"	"47"	"2015"	"2015"	"70-74 years"	"70-74"	"Male"	"M"	33
	"Tennessee"	"47"	"2015"	"2015"	"75-79 years"	"75-79"	"Male"	"M"	22
	"Tennessee"	"47"	"2015"	"2015"	"80-84 years"	"80-84"	"Male"	"M"	30
	"Tennessee"	"47"	"2015"	"2015"	"85+ years"	"85+"	"Male"	"M"	24
	"Tennessee"	"47"	"2016"	"2016"	"60-64 years "	"60-64"	"Male"	"M"	17
	"Tennessee"	"47"	"2016"	"2016"	"65-69 years"	"65-69"	"Male"	"M"	30
	"Tennessee"	"47"	"2016"	"2016"	"70-74 years"	"70-74"	"Male"	"M"	33
	"Tennessee"	"47"	"2016"	"2016"	"75-79 years"	"75-79"	"Male"	"M"	23
	"Tennessee"	"47"	"2016"	"2016"	"80-84 years"	"80-84"	"Male"	"M"	21
	"Tennessee"	"47"	"2016"	"2016"	"85+ years"	"85+"	"Male"	"M"	17
	"Tennessee"	"47"	"2017"	"2017"	"60-64 years "	"60-64"	"Male"	"M"	16
	"Tennessee"	"47"	"2017"	"2017"	"65-69 years"	"65-69"	"Male"	"M"	20
	"Tennessee"	"47"	"2017"	"2017"	"70-74 years"	"70-74"	"Male"	"M"	32
	"Tennessee"	"47"	"2017"	"2017"	"75-79 years"	"75-79"	"Male"	"M"	27
	"Tennessee"	"47"	"2017"	"2017"	"80-84 years"	"80-84"	"Male"	"M"	17
	"Tennessee"	"47"	"2017"	"2017"	"85+ years"	"85+"	"Male"	"M"	33
	"Tennessee"	"47"	"2018"	"2018"	"65-69 years"	"65-69"	"Male"	"M"	16
	"Tennessee"	"47"	"2018"	"2018"	"70-74 years"	"70-74"	"Male"	"M"	33
	"Tennessee"	"47"	"2018"	"2018"	"75-79 years"	"75-79"	"Male"	"M"	37
	"Tennessee"	"47"	"2018"	"2018"	"80-84 years"	"80-84"	"Male"	"M"	23
	"Tennessee"	"47"	"2018"	"2018"	"85+ years"	"85+"	"Male"	"M"	20
	"Tennessee"	"47"	"2019"	"2019"	"60-64 years "	"60-64"	"Male"	"M"	18
	"Tennessee"	"47"	"2019"	"2019"	"65-69 years"	"65-69"	"Male"	"M"	24
	"Tennessee"	"47"	"2019"	"2019"	"70-74 years"	"70-74"	"Male"	"M"	36
	"Tennessee"	"47"	"2019"	"2019"	"75-79 years"	"75-79"	"Male"	"M"	33
	"Tennessee"	"47"	"2019"	"2019"	"80-84 years"	"80-84"	"Male"	"M"	22
	"Tennessee"	"47"	"2019"	"2019"	"85+ years"	"85+"	"Male"	"M"	18
	"Tennessee"	"47"	"2020"	"2020"	"65-69 years"	"65-69"	"Male"	"M"	20
	"Tennessee"	"47"	"2020"	"2020"	"70-74 years"	"70-74"	"Male"	"M"	32
	"Tennessee"	"47"	"2020"	"2020"	"75-79 years"	"75-79"	"Male"	"M"	33
	"Tennessee"	"47"	"2020"	"2020"	"80-84 years"	"80-84"	"Male"	"M"	28
	"Tennessee"	"47"	"2020"	"2020"	"85+ years"	"85+"	"Male"	"M"	17
	"Tennessee"	"47"	"2021"	"2021"	"60-64 years "	"60-64"	"Male"	"M"	17
	"Tennessee"	"47"	"2021"	"2021"	"70-74 years"	"70-74"	"Male"	"M"	25
	"Tennessee"	"47"	"2021"	"2021"	"75-79 years"	"75-79"	"Male"	"M"	41
	"Tennessee"	"47"	"2021"	"2021"	"80-84 years"	"80-84"	"Male"	"M"	24
	"Tennessee"	"47"	"2021"	"2021"	"85+ years"	"85+"	"Male"	"M"	20
	"Texas"	"48"	"1999"	"1999"	"55-59 years"	"55-59"	"Male"	"M"	30
	"Texas"	"48"	"1999"	"1999"	"60-64 years "	"60-64"	"Male"	"M"	33
	"Texas"	"48"	"1999"	"1999"	"65-69 years"	"65-69"	"Male"	"M"	42
	"Texas"	"48"	"1999"	"1999"	"70-74 years"	"70-74"	"Male"	"M"	44
	"Texas"	"48"	"1999"	"1999"	"75-79 years"	"75-79"	"Male"	"M"	50
	"Texas"	"48"	"1999"	"1999"	"80-84 years"	"80-84"	"Male"	"M"	40
	"Texas"	"48"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	38
	"Texas"	"48"	"2000"	"2000"	"55-59 years"	"55-59"	"Male"	"M"	19
	"Texas"	"48"	"2000"	"2000"	"60-64 years "	"60-64"	"Male"	"M"	41
	"Texas"	"48"	"2000"	"2000"	"65-69 years"	"65-69"	"Male"	"M"	51
	"Texas"	"48"	"2000"	"2000"	"70-74 years"	"70-74"	"Male"	"M"	58
	"Texas"	"48"	"2000"	"2000"	"75-79 years"	"75-79"	"Male"	"M"	68
	"Texas"	"48"	"2000"	"2000"	"80-84 years"	"80-84"	"Male"	"M"	39
	"Texas"	"48"	"2000"	"2000"	"85+ years"	"85+"	"Male"	"M"	41
	"Texas"	"48"	"2001"	"2001"	"50-54 years"	"50-54"	"Male"	"M"	16
	"Texas"	"48"	"2001"	"2001"	"55-59 years"	"55-59"	"Male"	"M"	36
	"Texas"	"48"	"2001"	"2001"	"60-64 years "	"60-64"	"Male"	"M"	26
	"Texas"	"48"	"2001"	"2001"	"65-69 years"	"65-69"	"Male"	"M"	51
	"Texas"	"48"	"2001"	"2001"	"70-74 years"	"70-74"	"Male"	"M"	40
	"Texas"	"48"	"2001"	"2001"	"75-79 years"	"75-79"	"Male"	"M"	60
	"Texas"	"48"	"2001"	"2001"	"80-84 years"	"80-84"	"Male"	"M"	49
	"Texas"	"48"	"2001"	"2001"	"85+ years"	"85+"	"Male"	"M"	33
	"Texas"	"48"	"2002"	"2002"	"50-54 years"	"50-54"	"Male"	"M"	16
	"Texas"	"48"	"2002"	"2002"	"55-59 years"	"55-59"	"Male"	"M"	29
	"Texas"	"48"	"2002"	"2002"	"60-64 years "	"60-64"	"Male"	"M"	37
	"Texas"	"48"	"2002"	"2002"	"65-69 years"	"65-69"	"Male"	"M"	49
	"Texas"	"48"	"2002"	"2002"	"70-74 years"	"70-74"	"Male"	"M"	65
	"Texas"	"48"	"2002"	"2002"	"75-79 years"	"75-79"	"Male"	"M"	74
	"Texas"	"48"	"2002"	"2002"	"80-84 years"	"80-84"	"Male"	"M"	51
	"Texas"	"48"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	28
	"Texas"	"48"	"2003"	"2003"	"50-54 years"	"50-54"	"Male"	"M"	17
	"Texas"	"48"	"2003"	"2003"	"55-59 years"	"55-59"	"Male"	"M"	22
	"Texas"	"48"	"2003"	"2003"	"60-64 years "	"60-64"	"Male"	"M"	23
	"Texas"	"48"	"2003"	"2003"	"65-69 years"	"65-69"	"Male"	"M"	37
	"Texas"	"48"	"2003"	"2003"	"70-74 years"	"70-74"	"Male"	"M"	57
	"Texas"	"48"	"2003"	"2003"	"75-79 years"	"75-79"	"Male"	"M"	60
	"Texas"	"48"	"2003"	"2003"	"80-84 years"	"80-84"	"Male"	"M"	45
	"Texas"	"48"	"2003"	"2003"	"85+ years"	"85+"	"Male"	"M"	25
	"Texas"	"48"	"2004"	"2004"	"50-54 years"	"50-54"	"Male"	"M"	18
	"Texas"	"48"	"2004"	"2004"	"55-59 years"	"55-59"	"Male"	"M"	27
	"Texas"	"48"	"2004"	"2004"	"60-64 years "	"60-64"	"Male"	"M"	40
	"Texas"	"48"	"2004"	"2004"	"65-69 years"	"65-69"	"Male"	"M"	40
	"Texas"	"48"	"2004"	"2004"	"70-74 years"	"70-74"	"Male"	"M"	52
	"Texas"	"48"	"2004"	"2004"	"75-79 years"	"75-79"	"Male"	"M"	59
	"Texas"	"48"	"2004"	"2004"	"80-84 years"	"80-84"	"Male"	"M"	39
	"Texas"	"48"	"2004"	"2004"	"85+ years"	"85+"	"Male"	"M"	41
	"Texas"	"48"	"2005"	"2005"	"50-54 years"	"50-54"	"Male"	"M"	21
	"Texas"	"48"	"2005"	"2005"	"55-59 years"	"55-59"	"Male"	"M"	38
	"Texas"	"48"	"2005"	"2005"	"60-64 years "	"60-64"	"Male"	"M"	40
	"Texas"	"48"	"2005"	"2005"	"65-69 years"	"65-69"	"Male"	"M"	48
	"Texas"	"48"	"2005"	"2005"	"70-74 years"	"70-74"	"Male"	"M"	61
	"Texas"	"48"	"2005"	"2005"	"75-79 years"	"75-79"	"Male"	"M"	67
	"Texas"	"48"	"2005"	"2005"	"80-84 years"	"80-84"	"Male"	"M"	46
	"Texas"	"48"	"2005"	"2005"	"85+ years"	"85+"	"Male"	"M"	33
	"Texas"	"48"	"2006"	"2006"	"50-54 years"	"50-54"	"Male"	"M"	22
	"Texas"	"48"	"2006"	"2006"	"55-59 years"	"55-59"	"Male"	"M"	23
	"Texas"	"48"	"2006"	"2006"	"60-64 years "	"60-64"	"Male"	"M"	42
	"Texas"	"48"	"2006"	"2006"	"65-69 years"	"65-69"	"Male"	"M"	38
	"Texas"	"48"	"2006"	"2006"	"70-74 years"	"70-74"	"Male"	"M"	60
	"Texas"	"48"	"2006"	"2006"	"75-79 years"	"75-79"	"Male"	"M"	73
	"Texas"	"48"	"2006"	"2006"	"80-84 years"	"80-84"	"Male"	"M"	53
	"Texas"	"48"	"2006"	"2006"	"85+ years"	"85+"	"Male"	"M"	39
	"Texas"	"48"	"2007"	"2007"	"50-54 years"	"50-54"	"Male"	"M"	22
	"Texas"	"48"	"2007"	"2007"	"55-59 years"	"55-59"	"Male"	"M"	41
	"Texas"	"48"	"2007"	"2007"	"60-64 years "	"60-64"	"Male"	"M"	36
	"Texas"	"48"	"2007"	"2007"	"65-69 years"	"65-69"	"Male"	"M"	55
	"Texas"	"48"	"2007"	"2007"	"70-74 years"	"70-74"	"Male"	"M"	56
	"Texas"	"48"	"2007"	"2007"	"75-79 years"	"75-79"	"Male"	"M"	82
	"Texas"	"48"	"2007"	"2007"	"80-84 years"	"80-84"	"Male"	"M"	39
	"Texas"	"48"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	47
	"Texas"	"48"	"2008"	"2008"	"50-54 years"	"50-54"	"Male"	"M"	23
	"Texas"	"48"	"2008"	"2008"	"55-59 years"	"55-59"	"Male"	"M"	39
	"Texas"	"48"	"2008"	"2008"	"60-64 years "	"60-64"	"Male"	"M"	54
	"Texas"	"48"	"2008"	"2008"	"65-69 years"	"65-69"	"Male"	"M"	39
	"Texas"	"48"	"2008"	"2008"	"70-74 years"	"70-74"	"Male"	"M"	52
	"Texas"	"48"	"2008"	"2008"	"75-79 years"	"75-79"	"Male"	"M"	56
	"Texas"	"48"	"2008"	"2008"	"80-84 years"	"80-84"	"Male"	"M"	44
	"Texas"	"48"	"2008"	"2008"	"85+ years"	"85+"	"Male"	"M"	33
	"Texas"	"48"	"2009"	"2009"	"50-54 years"	"50-54"	"Male"	"M"	24
	"Texas"	"48"	"2009"	"2009"	"55-59 years"	"55-59"	"Male"	"M"	24
	"Texas"	"48"	"2009"	"2009"	"60-64 years "	"60-64"	"Male"	"M"	42
	"Texas"	"48"	"2009"	"2009"	"65-69 years"	"65-69"	"Male"	"M"	35
	"Texas"	"48"	"2009"	"2009"	"70-74 years"	"70-74"	"Male"	"M"	40
	"Texas"	"48"	"2009"	"2009"	"75-79 years"	"75-79"	"Male"	"M"	49
	"Texas"	"48"	"2009"	"2009"	"80-84 years"	"80-84"	"Male"	"M"	44
	"Texas"	"48"	"2009"	"2009"	"85+ years"	"85+"	"Male"	"M"	42
	"Texas"	"48"	"2010"	"2010"	"55-59 years"	"55-59"	"Male"	"M"	43
	"Texas"	"48"	"2010"	"2010"	"60-64 years "	"60-64"	"Male"	"M"	46
	"Texas"	"48"	"2010"	"2010"	"65-69 years"	"65-69"	"Male"	"M"	45
	"Texas"	"48"	"2010"	"2010"	"70-74 years"	"70-74"	"Male"	"M"	65
	"Texas"	"48"	"2010"	"2010"	"75-79 years"	"75-79"	"Male"	"M"	67
	"Texas"	"48"	"2010"	"2010"	"80-84 years"	"80-84"	"Male"	"M"	55
	"Texas"	"48"	"2010"	"2010"	"85+ years"	"85+"	"Male"	"M"	51
	"Texas"	"48"	"2011"	"2011"	"50-54 years"	"50-54"	"Male"	"M"	17
	"Texas"	"48"	"2011"	"2011"	"55-59 years"	"55-59"	"Male"	"M"	37
